2012-08-24T17:31:08,15875754,True,3
2012-08-27T19:29:37,15875754,False,3
2012-08-30T21:57:48,15950874,False,24
2012-09-03T19:46:50,15950874,False,765
2012-09-07T17:24:11,15875758,False,105
2012-09-13T17:48:12,15875754,False,55
2012-09-13T18:37:05,15999088,True,101
2012-09-13T20:21:03,15875758,False,24
2012-09-18T19:00:00,15875758,False,18
2012-09-19T21:56:39,15950874,False,54
2012-09-24T16:53:24,15875758,True,38
2012-09-24T16:57:59,15875642,False,580
2012-09-25T22:05:59,15999088,False,34
2012-09-27T00:59:06,15950874,False,333
2012-09-27T20:37:42,15875642,True,352
2012-10-01T20:08:01,15875642,False,93
2012-10-15T18:15:48,15875754,False,4
2012-10-16T13:42:40,15875758,True,14
2012-10-17T20:24:20,15875754,True,23
2012-10-24T19:27:31,15875642,False,25
2012-10-25T23:53:00,15875758,True,43
2012-10-31T22:18:08,15999088,False,76
2012-11-05T18:30:00,15875642,False,60
2012-11-07T19:47:49,15875642,False,39
2012-11-20T21:15:59,15875642,True,152
2012-11-29T22:13:00,15999088,False,8
2012-12-06T16:58:42,15875758,False,9
2012-12-12T04:33:53,15875642,True,43
2012-12-12T06:38:45,15875642,False,48
2012-12-12T17:30:32,15999088,False,9
